"from","to","dep.var.id","wave","sim","model","ord"
"V1",NA,NA,1,1,"samettpx4",5
"V2",NA,NA,1,1,"samettpx4",5
"V3","V37",1,1,1,"samettpx4",5
"V4","V128",1,1,1,"samettpx4",5
"V5","V9",1,1,1,"samettpx4",5
"V6","V16",1,1,1,"samettpx4",5
"V6","V37",1,1,1,"samettpx4",5
"V7","V107",1,1,1,"samettpx4",5
"V7","V143",1,1,1,"samettpx4",5
"V8","V101",1,1,1,"samettpx4",5
"V9","V5",1,1,1,"samettpx4",5
"V10",NA,NA,1,1,"samettpx4",5
"V11",NA,NA,1,1,"samettpx4",5
"V12","V103",1,1,1,"samettpx4",5
"V13","V113",1,1,1,"samettpx4",5
"V14","V60",1,1,1,"samettpx4",5
"V14","V89",1,1,1,"samettpx4",5
"V15",NA,NA,1,1,"samettpx4",5
"V16","V37",1,1,1,"samettpx4",5
"V17","V36",1,1,1,"samettpx4",5
"V17","V130",1,1,1,"samettpx4",5
"V18",NA,NA,1,1,"samettpx4",5
"V19","V15",1,1,1,"samettpx4",5
"V20","V68",1,1,1,"samettpx4",5
"V20","V88",1,1,1,"samettpx4",5
"V20","V124",1,1,1,"samettpx4",5
"V21",NA,NA,1,1,"samettpx4",5
"V22","V80",1,1,1,"samettpx4",5
"V23","V25",1,1,1,"samettpx4",5
"V24","V3",1,1,1,"samettpx4",5
"V25","V23",1,1,1,"samettpx4",5
"V25","V147",1,1,1,"samettpx4",5
"V26",NA,NA,1,1,"samettpx4",5
"V27",NA,NA,1,1,"samettpx4",5
"V28",NA,NA,1,1,"samettpx4",5
"V29",NA,NA,1,1,"samettpx4",5
"V30",NA,NA,1,1,"samettpx4",5
"V31",NA,NA,1,1,"samettpx4",5
"V32",NA,NA,1,1,"samettpx4",5
"V33","V61",1,1,1,"samettpx4",5
"V33","V100",1,1,1,"samettpx4",5
"V33","V129",1,1,1,"samettpx4",5
"V33","V145",1,1,1,"samettpx4",5
"V34",NA,NA,1,1,"samettpx4",5
"V35","V13",1,1,1,"samettpx4",5
"V36","V17",1,1,1,"samettpx4",5
"V36","V130",1,1,1,"samettpx4",5
"V37","V6",1,1,1,"samettpx4",5
"V37","V16",1,1,1,"samettpx4",5
"V38","V52",1,1,1,"samettpx4",5
"V39","V151",1,1,1,"samettpx4",5
"V40",NA,NA,1,1,"samettpx4",5
"V41",NA,NA,1,1,"samettpx4",5
"V42",NA,NA,1,1,"samettpx4",5
"V43",NA,NA,1,1,"samettpx4",5
"V44","V20",1,1,1,"samettpx4",5
"V45","V61",1,1,1,"samettpx4",5
"V45","V90",1,1,1,"samettpx4",5
"V45","V147",1,1,1,"samettpx4",5
"V46",NA,NA,1,1,"samettpx4",5
"V47",NA,NA,1,1,"samettpx4",5
"V48",NA,NA,1,1,"samettpx4",5
"V49","V48",1,1,1,"samettpx4",5
"V50",NA,NA,1,1,"samettpx4",5
"V51","V61",1,1,1,"samettpx4",5
"V51","V90",1,1,1,"samettpx4",5
"V51","V147",1,1,1,"samettpx4",5
"V52","V97",1,1,1,"samettpx4",5
"V52","V105",1,1,1,"samettpx4",5
"V53","V82",1,1,1,"samettpx4",5
"V54",NA,NA,1,1,"samettpx4",5
"V55",NA,NA,1,1,"samettpx4",5
"V56","V132",1,1,1,"samettpx4",5
"V57","V58",1,1,1,"samettpx4",5
"V57","V120",1,1,1,"samettpx4",5
"V57","V133",1,1,1,"samettpx4",5
"V58","V57",1,1,1,"samettpx4",5
"V58","V120",1,1,1,"samettpx4",5
"V59",NA,NA,1,1,"samettpx4",5
"V60","V14",1,1,1,"samettpx4",5
"V60","V89",1,1,1,"samettpx4",5
"V61","V45",1,1,1,"samettpx4",5
"V61","V90",1,1,1,"samettpx4",5
"V61","V147",1,1,1,"samettpx4",5
"V62","V98",1,1,1,"samettpx4",5
"V63",NA,NA,1,1,"samettpx4",5
"V64",NA,NA,1,1,"samettpx4",5
"V65","V48",1,1,1,"samettpx4",5
"V66",NA,NA,1,1,"samettpx4",5
"V67","V75",1,1,1,"samettpx4",5
"V67","V77",1,1,1,"samettpx4",5
"V67","V83",1,1,1,"samettpx4",5
"V67","V151",1,1,1,"samettpx4",5
"V68","V124",1,1,1,"samettpx4",5
"V69","V44",1,1,1,"samettpx4",5
"V70",NA,NA,1,1,"samettpx4",5
"V71","V138",1,1,1,"samettpx4",5
"V72","V121",1,1,1,"samettpx4",5
"V73","V45",1,1,1,"samettpx4",5
"V73","V61",1,1,1,"samettpx4",5
"V73","V90",1,1,1,"samettpx4",5
"V73","V107",1,1,1,"samettpx4",5
"V73","V136",1,1,1,"samettpx4",5
"V73","V147",1,1,1,"samettpx4",5
"V74","V18",1,1,1,"samettpx4",5
"V74","V79",1,1,1,"samettpx4",5
"V75",NA,NA,1,1,"samettpx4",5
"V76","V147",1,1,1,"samettpx4",5
"V76","V150",1,1,1,"samettpx4",5
"V77","V67",1,1,1,"samettpx4",5
"V77","V151",1,1,1,"samettpx4",5
"V78","V101",1,1,1,"samettpx4",5
"V78","V151",1,1,1,"samettpx4",5
"V79","V74",1,1,1,"samettpx4",5
"V80","V22",1,1,1,"samettpx4",5
"V80","V155",1,1,1,"samettpx4",5
"V81","V91",1,1,1,"samettpx4",5
"V82","V53",1,1,1,"samettpx4",5
"V83","V67",1,1,1,"samettpx4",5
"V83","V75",1,1,1,"samettpx4",5
"V83","V77",1,1,1,"samettpx4",5
"V84",NA,NA,1,1,"samettpx4",5
"V85",NA,NA,1,1,"samettpx4",5
"V86",NA,NA,1,1,"samettpx4",5
"V87","V93",1,1,1,"samettpx4",5
"V87","V116",1,1,1,"samettpx4",5
"V88","V1",1,1,1,"samettpx4",5
"V88","V20",1,1,1,"samettpx4",5
"V88","V124",1,1,1,"samettpx4",5
"V89","V14",1,1,1,"samettpx4",5
"V89","V60",1,1,1,"samettpx4",5
"V90","V45",1,1,1,"samettpx4",5
"V90","V61",1,1,1,"samettpx4",5
"V90","V147",1,1,1,"samettpx4",5
"V91",NA,NA,1,1,"samettpx4",5
"V92","V98",1,1,1,"samettpx4",5
"V93","V87",1,1,1,"samettpx4",5
"V93","V116",1,1,1,"samettpx4",5
"V94","V53",1,1,1,"samettpx4",5
"V95","V86",1,1,1,"samettpx4",5
"V95","V106",1,1,1,"samettpx4",5
"V96",NA,NA,1,1,"samettpx4",5
"V97","V52",1,1,1,"samettpx4",5
"V97","V105",1,1,1,"samettpx4",5
"V98","V62",1,1,1,"samettpx4",5
"V98","V67",1,1,1,"samettpx4",5
"V99","V29",1,1,1,"samettpx4",5
"V100",NA,NA,1,1,"samettpx4",5
"V101","V78",1,1,1,"samettpx4",5
"V101","V126",1,1,1,"samettpx4",5
"V102",NA,NA,1,1,"samettpx4",5
"V103","V12",1,1,1,"samettpx4",5
"V104",NA,NA,1,1,"samettpx4",5
"V105","V52",1,1,1,"samettpx4",5
"V105","V112",1,1,1,"samettpx4",5
"V106","V86",1,1,1,"samettpx4",5
"V106","V95",1,1,1,"samettpx4",5
"V107","V7",1,1,1,"samettpx4",5
"V107","V45",1,1,1,"samettpx4",5
"V107","V90",1,1,1,"samettpx4",5
"V107","V147",1,1,1,"samettpx4",5
"V108",NA,NA,1,1,"samettpx4",5
"V109",NA,NA,1,1,"samettpx4",5
"V110",NA,NA,1,1,"samettpx4",5
"V111","V127",1,1,1,"samettpx4",5
"V112",NA,NA,1,1,"samettpx4",5
"V113","V13",1,1,1,"samettpx4",5
"V113","V135",1,1,1,"samettpx4",5
"V114","V96",1,1,1,"samettpx4",5
"V115",NA,NA,1,1,"samettpx4",5
"V116","V87",1,1,1,"samettpx4",5
"V116","V93",1,1,1,"samettpx4",5
"V117",NA,NA,1,1,"samettpx4",5
"V118","V144",1,1,1,"samettpx4",5
"V119",NA,NA,1,1,"samettpx4",5
"V120","V57",1,1,1,"samettpx4",5
"V120","V58",1,1,1,"samettpx4",5
"V121","V72",1,1,1,"samettpx4",5
"V122","V17",1,1,1,"samettpx4",5
"V122","V130",1,1,1,"samettpx4",5
"V123","V84",1,1,1,"samettpx4",5
"V123","V124",1,1,1,"samettpx4",5
"V123","V147",1,1,1,"samettpx4",5
"V124","V68",1,1,1,"samettpx4",5
"V125",NA,NA,1,1,"samettpx4",5
"V126",NA,NA,1,1,"samettpx4",5
"V127",NA,NA,1,1,"samettpx4",5
"V128","V4",1,1,1,"samettpx4",5
"V129","V33",1,1,1,"samettpx4",5
"V129","V120",1,1,1,"samettpx4",5
"V129","V145",1,1,1,"samettpx4",5
"V130","V17",1,1,1,"samettpx4",5
"V130","V36",1,1,1,"samettpx4",5
"V131","V10",1,1,1,"samettpx4",5
"V132","V56",1,1,1,"samettpx4",5
"V133","V120",1,1,1,"samettpx4",5
"V134","V15",1,1,1,"samettpx4",5
"V135","V13",1,1,1,"samettpx4",5
"V135","V113",1,1,1,"samettpx4",5
"V135","V140",1,1,1,"samettpx4",5
"V136","V73",1,1,1,"samettpx4",5
"V136","V90",1,1,1,"samettpx4",5
"V137",NA,NA,1,1,"samettpx4",5
"V138","V71",1,1,1,"samettpx4",5
"V139","V54",1,1,1,"samettpx4",5
"V140","V113",1,1,1,"samettpx4",5
"V141",NA,NA,1,1,"samettpx4",5
"V142",NA,NA,1,1,"samettpx4",5
"V143",NA,NA,1,1,"samettpx4",5
"V144",NA,NA,1,1,"samettpx4",5
"V145","V33",1,1,1,"samettpx4",5
"V145","V129",1,1,1,"samettpx4",5
"V146",NA,NA,1,1,"samettpx4",5
"V147","V45",1,1,1,"samettpx4",5
"V147","V51",1,1,1,"samettpx4",5
"V147","V61",1,1,1,"samettpx4",5
"V147","V90",1,1,1,"samettpx4",5
"V148",NA,NA,1,1,"samettpx4",5
"V149","V135",1,1,1,"samettpx4",5
"V150","V76",1,1,1,"samettpx4",5
"V151","V78",1,1,1,"samettpx4",5
"V152",NA,NA,1,1,"samettpx4",5
"V153","V88",1,1,1,"samettpx4",5
"V154",NA,NA,1,1,"samettpx4",5
"V155","V80",1,1,1,"samettpx4",5
"V1",NA,NA,1,2,"samettpx4",6
"V2","V34",1,1,2,"samettpx4",6
"V2","V155",1,1,2,"samettpx4",6
"V3",NA,NA,1,2,"samettpx4",6
"V4",NA,NA,1,2,"samettpx4",6
"V5","V9",1,1,2,"samettpx4",6
"V6","V37",1,1,2,"samettpx4",6
"V7","V107",1,1,2,"samettpx4",6
"V8",NA,NA,1,2,"samettpx4",6
"V9","V5",1,1,2,"samettpx4",6
"V10",NA,NA,1,2,"samettpx4",6
"V11",NA,NA,1,2,"samettpx4",6
"V12","V103",1,1,2,"samettpx4",6
"V13","V113",1,1,2,"samettpx4",6
"V13","V120",1,1,2,"samettpx4",6
"V13","V145",1,1,2,"samettpx4",6
"V14","V55",1,1,2,"samettpx4",6
"V14","V60",1,1,2,"samettpx4",6
"V14","V89",1,1,2,"samettpx4",6
"V15",NA,NA,1,2,"samettpx4",6
"V16",NA,NA,1,2,"samettpx4",6
"V17",NA,NA,1,2,"samettpx4",6
"V18",NA,NA,1,2,"samettpx4",6
"V19",NA,NA,1,2,"samettpx4",6
"V20","V1",1,1,2,"samettpx4",6
"V20","V40",1,1,2,"samettpx4",6
"V20","V68",1,1,2,"samettpx4",6
"V20","V69",1,1,2,"samettpx4",6
"V20","V88",1,1,2,"samettpx4",6
"V20","V124",1,1,2,"samettpx4",6
"V21",NA,NA,1,2,"samettpx4",6
"V22","V80",1,1,2,"samettpx4",6
"V23","V25",1,1,2,"samettpx4",6
"V23","V91",1,1,2,"samettpx4",6
"V24","V23",1,1,2,"samettpx4",6
"V25","V23",1,1,2,"samettpx4",6
"V26","V106",1,1,2,"samettpx4",6
"V27",NA,NA,1,2,"samettpx4",6
"V28",NA,NA,1,2,"samettpx4",6
"V29","V108",1,1,2,"samettpx4",6
"V30","V29",1,1,2,"samettpx4",6
"V31",NA,NA,1,2,"samettpx4",6
"V32","V135",1,1,2,"samettpx4",6
"V33","V61",1,1,2,"samettpx4",6
"V33","V100",1,1,2,"samettpx4",6
"V33","V129",1,1,2,"samettpx4",6
"V33","V145",1,1,2,"samettpx4",6
"V33","V147",1,1,2,"samettpx4",6
"V34","V2",1,1,2,"samettpx4",6
"V35",NA,NA,1,2,"samettpx4",6
"V36","V17",1,1,2,"samettpx4",6
"V37","V6",1,1,2,"samettpx4",6
"V38","V142",1,1,2,"samettpx4",6
"V39",NA,NA,1,2,"samettpx4",6
"V40","V20",1,1,2,"samettpx4",6
"V40","V88",1,1,2,"samettpx4",6
"V41",NA,NA,1,2,"samettpx4",6
"V42","V53",1,1,2,"samettpx4",6
"V43",NA,NA,1,2,"samettpx4",6
"V44",NA,NA,1,2,"samettpx4",6
"V45",NA,NA,1,2,"samettpx4",6
"V46","V93",1,1,2,"samettpx4",6
"V46","V140",1,1,2,"samettpx4",6
"V47","V110",1,1,2,"samettpx4",6
"V48",NA,NA,1,2,"samettpx4",6
"V49",NA,NA,1,2,"samettpx4",6
"V50","V90",1,1,2,"samettpx4",6
"V51","V61",1,1,2,"samettpx4",6
"V51","V76",1,1,2,"samettpx4",6
"V51","V90",1,1,2,"samettpx4",6
"V51","V147",1,1,2,"samettpx4",6
"V52","V105",1,1,2,"samettpx4",6
"V52","V112",1,1,2,"samettpx4",6
"V53","V78",1,1,2,"samettpx4",6
"V54","V134",1,1,2,"samettpx4",6
"V54","V154",1,1,2,"samettpx4",6
"V55",NA,NA,1,2,"samettpx4",6
"V56","V132",1,1,2,"samettpx4",6
"V57","V13",1,1,2,"samettpx4",6
"V57","V120",1,1,2,"samettpx4",6
"V57","V145",1,1,2,"samettpx4",6
"V58","V45",1,1,2,"samettpx4",6
"V59",NA,NA,1,2,"samettpx4",6
"V60","V81",1,1,2,"samettpx4",6
"V61","V76",1,1,2,"samettpx4",6
"V61","V90",1,1,2,"samettpx4",6
"V61","V147",1,1,2,"samettpx4",6
"V62","V98",1,1,2,"samettpx4",6
"V62","V116",1,1,2,"samettpx4",6
"V63",NA,NA,1,2,"samettpx4",6
"V64","V59",1,1,2,"samettpx4",6
"V65",NA,NA,1,2,"samettpx4",6
"V66",NA,NA,1,2,"samettpx4",6
"V67","V75",1,1,2,"samettpx4",6
"V67","V77",1,1,2,"samettpx4",6
"V67","V83",1,1,2,"samettpx4",6
"V68","V10",1,1,2,"samettpx4",6
"V68","V20",1,1,2,"samettpx4",6
"V68","V88",1,1,2,"samettpx4",6
"V68","V124",1,1,2,"samettpx4",6
"V69","V20",1,1,2,"samettpx4",6
"V69","V40",1,1,2,"samettpx4",6
"V70",NA,NA,1,2,"samettpx4",6
"V71",NA,NA,1,2,"samettpx4",6
"V72","V117",1,1,2,"samettpx4",6
"V72","V121",1,1,2,"samettpx4",6
"V73","V45",1,1,2,"samettpx4",6
"V73","V90",1,1,2,"samettpx4",6
"V73","V136",1,1,2,"samettpx4",6
"V73","V147",1,1,2,"samettpx4",6
"V74","V82",1,1,2,"samettpx4",6
"V75","V77",1,1,2,"samettpx4",6
"V76","V61",1,1,2,"samettpx4",6
"V76","V147",1,1,2,"samettpx4",6
"V76","V150",1,1,2,"samettpx4",6
"V77","V67",1,1,2,"samettpx4",6
"V77","V75",1,1,2,"samettpx4",6
"V78",NA,NA,1,2,"samettpx4",6
"V79","V57",1,1,2,"samettpx4",6
"V79","V120",1,1,2,"samettpx4",6
"V79","V145",1,1,2,"samettpx4",6
"V80","V22",1,1,2,"samettpx4",6
"V81",NA,NA,1,2,"samettpx4",6
"V82","V74",1,1,2,"samettpx4",6
"V83","V67",1,1,2,"samettpx4",6
"V84","V123",1,1,2,"samettpx4",6
"V85",NA,NA,1,2,"samettpx4",6
"V86","V67",1,1,2,"samettpx4",6
"V87",NA,NA,1,2,"samettpx4",6
"V88","V1",1,1,2,"samettpx4",6
"V88","V20",1,1,2,"samettpx4",6
"V88","V40",1,1,2,"samettpx4",6
"V88","V68",1,1,2,"samettpx4",6
"V88","V69",1,1,2,"samettpx4",6
"V88","V124",1,1,2,"samettpx4",6
"V89","V14",1,1,2,"samettpx4",6
"V89","V55",1,1,2,"samettpx4",6
"V89","V60",1,1,2,"samettpx4",6
"V90","V61",1,1,2,"samettpx4",6
"V90","V147",1,1,2,"samettpx4",6
"V91","V23",1,1,2,"samettpx4",6
"V92",NA,NA,1,2,"samettpx4",6
"V93","V89",1,1,2,"samettpx4",6
"V94",NA,NA,1,2,"samettpx4",6
"V95","V106",1,1,2,"samettpx4",6
"V96",NA,NA,1,2,"samettpx4",6
"V97","V22",1,1,2,"samettpx4",6
"V98","V62",1,1,2,"samettpx4",6
"V98","V116",1,1,2,"samettpx4",6
"V99",NA,NA,1,2,"samettpx4",6
"V100",NA,NA,1,2,"samettpx4",6
"V101","V70",1,1,2,"samettpx4",6
"V102","V17",1,1,2,"samettpx4",6
"V103","V12",1,1,2,"samettpx4",6
"V104",NA,NA,1,2,"samettpx4",6
"V105","V52",1,1,2,"samettpx4",6
"V105","V129",1,1,2,"samettpx4",6
"V106","V95",1,1,2,"samettpx4",6
"V107","V7",1,1,2,"samettpx4",6
"V108",NA,NA,1,2,"samettpx4",6
"V109",NA,NA,1,2,"samettpx4",6
"V110","V47",1,1,2,"samettpx4",6
"V111","V60",1,1,2,"samettpx4",6
"V112",NA,NA,1,2,"samettpx4",6
"V113","V135",1,1,2,"samettpx4",6
"V114","V45",1,1,2,"samettpx4",6
"V115","V16",1,1,2,"samettpx4",6
"V116","V19",1,1,2,"samettpx4",6
"V117","V72",1,1,2,"samettpx4",6
"V117","V121",1,1,2,"samettpx4",6
"V118",NA,NA,1,2,"samettpx4",6
"V119",NA,NA,1,2,"samettpx4",6
"V120","V57",1,1,2,"samettpx4",6
"V120","V79",1,1,2,"samettpx4",6
"V121","V72",1,1,2,"samettpx4",6
"V122","V130",1,1,2,"samettpx4",6
"V123","V84",1,1,2,"samettpx4",6
"V124","V20",1,1,2,"samettpx4",6
"V124","V68",1,1,2,"samettpx4",6
"V124","V88",1,1,2,"samettpx4",6
"V125",NA,NA,1,2,"samettpx4",6
"V126",NA,NA,1,2,"samettpx4",6
"V127","V143",1,1,2,"samettpx4",6
"V128",NA,NA,1,2,"samettpx4",6
"V129","V145",1,1,2,"samettpx4",6
"V130",NA,NA,1,2,"samettpx4",6
"V131",NA,NA,1,2,"samettpx4",6
"V132","V56",1,1,2,"samettpx4",6
"V133","V18",1,1,2,"samettpx4",6
"V134","V117",1,1,2,"samettpx4",6
"V135","V103",1,1,2,"samettpx4",6
"V135","V113",1,1,2,"samettpx4",6
"V136","V61",1,1,2,"samettpx4",6
"V136","V73",1,1,2,"samettpx4",6
"V136","V76",1,1,2,"samettpx4",6
"V136","V90",1,1,2,"samettpx4",6
"V136","V147",1,1,2,"samettpx4",6
"V137","V31",1,1,2,"samettpx4",6
"V138","V69",1,1,2,"samettpx4",6
"V139","V100",1,1,2,"samettpx4",6
"V140","V40",1,1,2,"samettpx4",6
"V140","V46",1,1,2,"samettpx4",6
"V141","V35",1,1,2,"samettpx4",6
"V142","V25",1,1,2,"samettpx4",6
"V142","V38",1,1,2,"samettpx4",6
"V143","V127",1,1,2,"samettpx4",6
"V144",NA,NA,1,2,"samettpx4",6
"V145","V13",1,1,2,"samettpx4",6
"V145","V33",1,1,2,"samettpx4",6
"V145","V129",1,1,2,"samettpx4",6
"V145","V147",1,1,2,"samettpx4",6
"V146","V49",1,1,2,"samettpx4",6
"V147","V51",1,1,2,"samettpx4",6
"V147","V61",1,1,2,"samettpx4",6
"V147","V76",1,1,2,"samettpx4",6
"V147","V90",1,1,2,"samettpx4",6
"V147","V136",1,1,2,"samettpx4",6
"V148",NA,NA,1,2,"samettpx4",6
"V149",NA,NA,1,2,"samettpx4",6
"V150",NA,NA,1,2,"samettpx4",6
"V151",NA,NA,1,2,"samettpx4",6
"V152","V37",1,1,2,"samettpx4",6
"V153",NA,NA,1,2,"samettpx4",6
"V154","V54",1,1,2,"samettpx4",6
"V154","V134",1,1,2,"samettpx4",6
"V155",NA,NA,1,2,"samettpx4",6
"V1","V4",1,1,3,"samettpx4",4
"V2",NA,NA,1,3,"samettpx4",4
"V3",NA,NA,1,3,"samettpx4",4
"V4","V128",1,1,3,"samettpx4",4
"V5","V9",1,1,3,"samettpx4",4
"V5","V39",1,1,3,"samettpx4",4
"V6",NA,NA,1,3,"samettpx4",4
"V7","V107",1,1,3,"samettpx4",4
"V8","V154",1,1,3,"samettpx4",4
"V9","V5",1,1,3,"samettpx4",4
"V10",NA,NA,1,3,"samettpx4",4
"V11","V80",1,1,3,"samettpx4",4
"V12",NA,NA,1,3,"samettpx4",4
"V13","V120",1,1,3,"samettpx4",4
"V13","V145",1,1,3,"samettpx4",4
"V14","V60",1,1,3,"samettpx4",4
"V14","V89",1,1,3,"samettpx4",4
"V15",NA,NA,1,3,"samettpx4",4
"V16",NA,NA,1,3,"samettpx4",4
"V17","V36",1,1,3,"samettpx4",4
"V17","V52",1,1,3,"samettpx4",4
"V18",NA,NA,1,3,"samettpx4",4
"V19","V35",1,1,3,"samettpx4",4
"V20","V88",1,1,3,"samettpx4",4
"V20","V124",1,1,3,"samettpx4",4
"V21",NA,NA,1,3,"samettpx4",4
"V22",NA,NA,1,3,"samettpx4",4
"V23","V25",1,1,3,"samettpx4",4
"V24",NA,NA,1,3,"samettpx4",4
"V25","V23",1,1,3,"samettpx4",4
"V26",NA,NA,1,3,"samettpx4",4
"V27",NA,NA,1,3,"samettpx4",4
"V28",NA,NA,1,3,"samettpx4",4
"V29",NA,NA,1,3,"samettpx4",4
"V30",NA,NA,1,3,"samettpx4",4
"V31","V141",1,1,3,"samettpx4",4
"V32",NA,NA,1,3,"samettpx4",4
"V33","V129",1,1,3,"samettpx4",4
"V33","V145",1,1,3,"samettpx4",4
"V34",NA,NA,1,3,"samettpx4",4
"V35","V97",1,1,3,"samettpx4",4
"V36","V17",1,1,3,"samettpx4",4
"V36","V137",1,1,3,"samettpx4",4
"V37","V6",1,1,3,"samettpx4",4
"V38","V58",1,1,3,"samettpx4",4
"V38","V153",1,1,3,"samettpx4",4
"V39","V5",1,1,3,"samettpx4",4
"V39","V9",1,1,3,"samettpx4",4
"V40",NA,NA,1,3,"samettpx4",4
"V41",NA,NA,1,3,"samettpx4",4
"V42","V39",1,1,3,"samettpx4",4
"V42","V121",1,1,3,"samettpx4",4
"V43","V145",1,1,3,"samettpx4",4
"V44",NA,NA,1,3,"samettpx4",4
"V45","V51",1,1,3,"samettpx4",4
"V45","V61",1,1,3,"samettpx4",4
"V45","V147",1,1,3,"samettpx4",4
"V46","V140",1,1,3,"samettpx4",4
"V47","V70",1,1,3,"samettpx4",4
"V47","V110",1,1,3,"samettpx4",4
"V48","V140",1,1,3,"samettpx4",4
"V49",NA,NA,1,3,"samettpx4",4
"V50","V38",1,1,3,"samettpx4",4
"V51","V61",1,1,3,"samettpx4",4
"V51","V90",1,1,3,"samettpx4",4
"V51","V147",1,1,3,"samettpx4",4
"V52","V105",1,1,3,"samettpx4",4
"V53","V82",1,1,3,"samettpx4",4
"V53","V154",1,1,3,"samettpx4",4
"V54","V154",1,1,3,"samettpx4",4
"V55","V105",1,1,3,"samettpx4",4
"V56",NA,NA,1,3,"samettpx4",4
"V57","V13",1,1,3,"samettpx4",4
"V57","V120",1,1,3,"samettpx4",4
"V57","V146",1,1,3,"samettpx4",4
"V58","V21",1,1,3,"samettpx4",4
"V59","V64",1,1,3,"samettpx4",4
"V60",NA,NA,1,3,"samettpx4",4
"V61","V45",1,1,3,"samettpx4",4
"V61","V51",1,1,3,"samettpx4",4
"V61","V76",1,1,3,"samettpx4",4
"V61","V90",1,1,3,"samettpx4",4
"V61","V147",1,1,3,"samettpx4",4
"V62","V98",1,1,3,"samettpx4",4
"V63",NA,NA,1,3,"samettpx4",4
"V64","V59",1,1,3,"samettpx4",4
"V65","V104",1,1,3,"samettpx4",4
"V66","V129",1,1,3,"samettpx4",4
"V67","V42",1,1,3,"samettpx4",4
"V67","V75",1,1,3,"samettpx4",4
"V67","V77",1,1,3,"samettpx4",4
"V67","V83",1,1,3,"samettpx4",4
"V68","V124",1,1,3,"samettpx4",4
"V69",NA,NA,1,3,"samettpx4",4
"V70",NA,NA,1,3,"samettpx4",4
"V71","V23",1,1,3,"samettpx4",4
"V71","V25",1,1,3,"samettpx4",4
"V71","V138",1,1,3,"samettpx4",4
"V72","V121",1,1,3,"samettpx4",4
"V73",NA,NA,1,3,"samettpx4",4
"V74","V113",1,1,3,"samettpx4",4
"V75","V67",1,1,3,"samettpx4",4
"V75","V77",1,1,3,"samettpx4",4
"V75","V83",1,1,3,"samettpx4",4
"V76","V45",1,1,3,"samettpx4",4
"V76","V51",1,1,3,"samettpx4",4
"V76","V147",1,1,3,"samettpx4",4
"V76","V150",1,1,3,"samettpx4",4
"V77","V67",1,1,3,"samettpx4",4
"V77","V75",1,1,3,"samettpx4",4
"V78",NA,NA,1,3,"samettpx4",4
"V79",NA,NA,1,3,"samettpx4",4
"V80",NA,NA,1,3,"samettpx4",4
"V81","V4",1,1,3,"samettpx4",4
"V81","V128",1,1,3,"samettpx4",4
"V82","V39",1,1,3,"samettpx4",4
"V83","V67",1,1,3,"samettpx4",4
"V83","V75",1,1,3,"samettpx4",4
"V83","V77",1,1,3,"samettpx4",4
"V84","V20",1,1,3,"samettpx4",4
"V84","V123",1,1,3,"samettpx4",4
"V84","V124",1,1,3,"samettpx4",4
"V85",NA,NA,1,3,"samettpx4",4
"V86","V57",1,1,3,"samettpx4",4
"V87",NA,NA,1,3,"samettpx4",4
"V88","V1",1,1,3,"samettpx4",4
"V88","V20",1,1,3,"samettpx4",4
"V88","V40",1,1,3,"samettpx4",4
"V88","V124",1,1,3,"samettpx4",4
"V89","V14",1,1,3,"samettpx4",4
"V89","V60",1,1,3,"samettpx4",4
"V90","V51",1,1,3,"samettpx4",4
"V90","V61",1,1,3,"samettpx4",4
"V90","V147",1,1,3,"samettpx4",4
"V91","V94",1,1,3,"samettpx4",4
"V92","V120",1,1,3,"samettpx4",4
"V93",NA,NA,1,3,"samettpx4",4
"V94","V78",1,1,3,"samettpx4",4
"V94","V91",1,1,3,"samettpx4",4
"V95","V90",1,1,3,"samettpx4",4
"V96","V135",1,1,3,"samettpx4",4
"V97","V35",1,1,3,"samettpx4",4
"V98","V62",1,1,3,"samettpx4",4
"V98","V137",1,1,3,"samettpx4",4
"V99","V102",1,1,3,"samettpx4",4
"V100",NA,NA,1,3,"samettpx4",4
"V101","V38",1,1,3,"samettpx4",4
"V101","V50",1,1,3,"samettpx4",4
"V102",NA,NA,1,3,"samettpx4",4
"V103","V12",1,1,3,"samettpx4",4
"V103","V121",1,1,3,"samettpx4",4
"V104","V65",1,1,3,"samettpx4",4
"V105","V52",1,1,3,"samettpx4",4
"V106","V95",1,1,3,"samettpx4",4
"V107","V7",1,1,3,"samettpx4",4
"V107","V85",1,1,3,"samettpx4",4
"V108","V51",1,1,3,"samettpx4",4
"V109",NA,NA,1,3,"samettpx4",4
"V110","V47",1,1,3,"samettpx4",4
"V110","V70",1,1,3,"samettpx4",4
"V111","V152",1,1,3,"samettpx4",4
"V112",NA,NA,1,3,"samettpx4",4
"V113","V12",1,1,3,"samettpx4",4
"V113","V74",1,1,3,"samettpx4",4
"V113","V135",1,1,3,"samettpx4",4
"V114","V61",1,1,3,"samettpx4",4
"V115",NA,NA,1,3,"samettpx4",4
"V116",NA,NA,1,3,"samettpx4",4
"V117","V129",1,1,3,"samettpx4",4
"V118",NA,NA,1,3,"samettpx4",4
"V119","V71",1,1,3,"samettpx4",4
"V120","V57",1,1,3,"samettpx4",4
"V121","V42",1,1,3,"samettpx4",4
"V121","V72",1,1,3,"samettpx4",4
"V122","V139",1,1,3,"samettpx4",4
"V123","V84",1,1,3,"samettpx4",4
"V123","V124",1,1,3,"samettpx4",4
